ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,toss_winner,toss_choosen
 19.6 ," Chris Morris to Johnson, 3 runs, dropped! Rabada spills one and the duo sprint back for the third. Will that prove costly? Shouldn't. High full toss but below the waist, Johnson is on one leg to help it along the way, the leading edge skies up towards mid-wicket. Rabada charges across from short fine and gets both hands, but the ball does not stick. Johnson and McClenaghan take the opportunity to collect three ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 19.5 ," Chris Morris to Johnson, no run, Johnson makes room and Morris fires it full outside off, no chance of reaching that and it is another dot ball in the death overs. Can he finish it well? ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 19.4 ," Chris Morris to Johnson, FOUR, streaky! But Johnson won't mind. He's off the mark in this IPL with a boundary. Very full and on leg-stump, Johnson slogs and the inside edge evades the leg-stump, runs away to the fine leg fence ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 19.3 ," Chris Morris to Hardik Pandya, out Hardik Pandya Run Out!! 1 run completed. Pandya had to go for it. He was the man who could cause more damage. Squeezes out the yorker to mid-wicket. Nair had a long way to run in and the batsmen thought the second was on. Nair gets there quickly and fires a flat throw to Pant, who does the rest. Even a full stretch from Pandya is not enough to save him. Hardik Pandya run out (Nair/Pant) 24(23) [6s-2] ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 19.2 ," Chris Morris to McClenaghan, 1 run, full toss and Morris only concedes a single, McClenaghan swings it away to deep mid-wicket. Cummins in the deep ensures that they don't go through for the second ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 19.1 ," Chris Morris to Hardik Pandya, 1 run, Morris starts the final over with a pin-point yorker, Pandya digs it onto the pads and the ball rolls to the off-side. DD won't mind the singles ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 18.6 ," Rabada to Hardik Pandya, out Harbhajan Run Out!! School boy stuff from Harbhajan. He doesn't slide the bat in and hence pays the price. Rabada does not offer any width to Pandya, spears it in the blockhole, an inside edge hits the pad and drops on the pitch. Harbhajan calls for the run and he forgets to slide the ball. Good footballing skills from Rabada, runs forward and kicks the ball onto the stumps. If he had slid his bat in, Harbhajan might have survived. Harbhajan run out (Rabada) 2(2) ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 18.5 ," Rabada to Hardik Pandya, no run, full and outside off, Pandya can't reach out to slice it. Just inside the tramline and that is excellent bowling from the South African ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 18.4 ," Rabada to Harbhajan, 1 run, low full toss on the stumps, dug out to long-on ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 18.3 ," Rabada to Hardik Pandya, 1 run, gets the yorker bang on, squeezed to backward point, off the cue-end ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
 18.2 ," Rabada to Hardik Pandya, SIX, smoked! Back of a length delivery, Pandya was almost cramped for space, but got a decent connection on the short-arm pull, the ball travels to second tier at the deep mid-wicket fence. Head right on top of the ball was the key there ",MI Inns,25t,Mumbai Indians,Delhi Capitals,"Mumbai Indians (Playing XI): Parthiv Patel(w), Jos Buttler, Nitish Rana, Rohit Sharma(c), Hardik Pandya, Kieron Pollard, Krunal Pandya, Mitchell Johnson, Harbhajan Singh, Mitchell McClenaghan, Jasprit Bumrah",,,,IPL,2017,"Wankhede Stadium,Mumbai","Apr 22,2017",Delhi Daredevils have won the toss and have opted to field,Mumbai Indians won by 14 runs,Mitchell McClenaghan,DD,field
