ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match
19.6," Shami to Russell, out Caught by Rahul Tewatia!! A wicket to end the innings and KKR finish with 179. Shami keeps it full and wide of off, away from Russell's hitting zone - he raeches out on the slog and slices it high and over backward point, straight down the throat of Tewatia at deep point. Russell c Rahul Tewatia b Shami 34(19) [4s-2 6s-3] ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
19.5," Shami to Russell, FOUR, a big top-edge and the ball bounces away to the third man ropes, was the slower ball and Russell was early into the swipe, gets enough bat to clear the man in the ring ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
19.4," Shami to Russell, SIX, hammered, Shami misses the length, offers a length ball at the stumps and it's clouted high and wide of long-on for a maximum ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
19.3," Shami to Russell, no run, this is excellent bowling from Shami - banged in short and at the right-hander, Russell was backing away on the pull and meets thin air ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
19.2," Shami to Wiese, 1 run, slower ball wide of off, Wiese toe-ends the drive to long-off for a single ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
19.1," Shami to Russell, 1 run, yorker length delivery on the stumps, worked wide of mid-wicket for a single ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
18.6," Joshua Little to Wiese, SIX, massive, that ruins the over somewhat - Little loses his length, it's a half-volley and Wiese deposits it high and wide of long-on for a huge six - still, Little ends with great figures of 2 for 25 ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
18.5," Joshua Little to Russell, 1 run, the hard length from Little, hit the pitch hard and gets some extra bounce, flat-batted past cover for a single ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
18.4," Joshua Little to Russell, 2 runs, on a good length and at the stumps, Russell can't quite get under it as he shovels it to the right of long-on - Miller sprints across and keeps them down to a couple ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
18.3," Joshua Little to Russell, no run, fuller length delivery outside off, Russell backs away and swats it straight to the fielder at cover, doesn't want to take the single ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
18.2," Joshua Little to Wiese, 1 run, back of a length and just outside off, heaved away without any timing and the ball drops well in front of deep mid-wicket ",KKR Inns,39t,Kolkata Knight Riders,Gujarat Titans,"Kolkata Knight Riders (Playing XI): N Jagadeesan, Rahmanullah Gurbaz(w), Venkatesh Iyer, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, David Wiese, Shardul Thakur, Harshit Rana, Varun Chakaravarthy","Gujarat Titans (Playing XI): Wriddhiman Saha(w), Abhinav Manohar, Hardik Pandya(c), Vijay Shankar, David Miller, Rahul Tewatia, Rashid Khan, Noor Ahmad, Mohammed Shami, Mohit Sharma, Joshua Little","Kolkata Knight Riders Subs: Suyash Sharma, Mandeep Singh, Anukul Roy, Tim Southee, Kulwant Khejroliya","Gujarat Titans Subs: Shubman Gill, Srikar Bharat, Ravisrinivasan Sai Kishore, Shivam Mavi, Jayant Yadav",IPL,2023,"Eden Gardens,Kolkata","Apr 29,2023",Gujarat Titans have won the toss and have opted to field,Gujarat Titans won by 7 wkts,Joshua Little
