ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen
19.6," Southee to Sam Curran, no run, slower one on the shorter side, Curran advances down and is deceived by the length being pulled back. He's through the pull early, and misses completely. A dot to finish the innings! ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
19.5," Southee to Sam Curran, 2 runs, full at the stumps, in the slot for Curran who clears the front leg to slog. But he drags it off a thick inside edge through midwicket ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
19.4," Southee to Sam Curran, 2 runs, slower length ball on leg, Curran hangs back and clips it gently through midwicket. Probably didn't get the room to free the arms and had to adjust ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
19.3," Southee to Sam Curran, SIX, now he goes at the stumps to Curran, instead of going wide, and gets whacked for six! Slower one floated up on middle, Curran clears the front leg and nails it over long-on ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
19.2," Southee to Shahrukh Khan, 1 run, Southee sticks to the plan, bowls another slower one wide of off, and Shahrukh miscues it off the toe-end to long-off. Instead of going through extra cover like the previous delivery, he tried clubbing this one down the ground ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
19.1," Southee to Shahrukh Khan, FOUR, slower one floated up wide of off, Shahrukh reaches out and muscles it through extra cover ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
18.6," Thakur to Shahrukh Khan, 1 run, another attempted yorker that's a few inches short of its mark, but Shahrukh drives it straight to sweeper cover ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
18.5," Thakur to Shahrukh Khan, FOUR, misses the blockhole this time, and Shahrukh capitalises! He reaches out, drills it through extra cover, and it races away to the ropes ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
18.4," Thakur to Shahrukh Khan, no run, yorker outside off, Shahrukh throws his bat at it but is beaten! Good from Thakur ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
18.3," Thakur to Sam Curran, 1 run, tries another yorker, ends up as a low full toss but Curran can't do much with it. He goes hard on the drive and toe-ends it to long-off ",PBKS Inns,2nd,Punjab Kings,Kolkata Knight Riders,"Punjab Kings (Playing XI): Shikhar Dhawan(c), Prabhsimran Singh, Bhanuka Rajapaksa, Jitesh Sharma(w), Shahrukh Khan, Sam Curran, Sikandar Raza, Nathan Ellis, Harpreet Brar, Rahul Chahar, Arshdeep Singh","Kolkata Knight Riders (Playing XI): Rahmanullah Gurbaz(w), Mandeep Singh, Nitish Rana(c), Rinku Singh, Andre Russell, Shardul Thakur, Sunil Narine, Tim Southee, Anukul Roy, Umesh Yadav, Varun Chakaravarthy","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.","KKR subs: Suyash, Arora, Jagadeesan, Venkatesh Iyer and Wiese.  PBKS subs: Rishi Dhawan, Taide, Matt Short, Bhatia and Rathee.",IPL,2023,"Punjab Cricket Association IS Bindra Stadium,Mohali","Apr 01,2023",Kolkata Knight Riders have won the toss and have opted to field,Punjab Kings won by 7 runs (DLS method),Arshdeep Singh,KKR,field
